datetime,contributor_id,map,561100569,391848788,450563575,417211339,745073412,984547899,500371085,471948707
2023-05-20 14:10:09.421785,450563575,-,1,0,0,0,1,0,0,1
2023-05-23 13:22:19.767727,450563575,-,1,1,0,0,1,1,1,1
2023-05-24 22:58:48.735179,561100569,-,2,1,0,0,1,2,1,1
2023-05-24 23:41:33.012584,984547899,-,2,1,1,0,2,3,1,1
